tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"rock, guitar",Rock,2007,257013,0.646,0.523,7,-8.71,1,0.0235,0.408,0.11,0.168,0.509,85.289,4
"rock, classic_rock, hard_rock, guitar",Rock,1975,290173,0.48,0.939,2,-5.709,1,0.251,0.0385,0.000844,0.694,0.537,170.892,4
"female_vocalists, folk, singer_songwriter, acoustic, guitar",Folk,2005,175986,0.81,0.698,4,-6.247,0,0.0272,0.683,0.000919,0.0933,0.72,118.528,4
"instrumental, acoustic, guitar",Rock,2002,290773,0.726,0.545,4,-6.837,0,0.0303,0.61,0.526,0.0803,0.609,130.076,4
"rock, indie_rock, guitar, swedish",Rock,2007,172653,0.33,0.953,5,-3.718,0,0.0824,0.0014,1.54e-05,0.133,0.451,150.698,4
"rock, indie, guitar",Rock,2008,186640,0.736,0.716,9,-5.018,1,0.0383,0.134,0.0764,0.169,0.764,126.071,4
"rock, guitar, noise",Rock,2008,184146,0.17,0.823,4,-5.326,0,0.0743,0.155,0.00257,0.108,0.183,127.474,3
"hip_hop, guitar",Rap,2007,183160,0.83,0.715,1,-7.694,1,0.346,0.0339,0.0,0.0666,0.964,94.958,4
"rock, blues, guitar, blues_rock",Blues,1988,428266,0.393,0.506,9,-13.093,1,0.0639,0.163,0.000122,0.448,0.504,137.863,3
"rock, instrumental, guitar",Rock,2003,359466,0.65,0.605,10,-7.675,1,0.0286,0.103,0.374,0.182,0.506,93.425,4
"folk, acoustic, guitar",Folk,2005,160466,0.436,0.623,6,-8.925,1,0.0996,0.822,0.0105,0.135,0.888,126.111,4
"alternative, indie, female_vocalists, guitar",Rock,1990,262893,0.616,0.562,6,-10.434,0,0.0268,0.104,0.000655,0.0564,0.754,96.404,4
"rock, guitar",Jazz,2008,395400,0.325,0.852,2,-11.216,1,0.0788,0.00573,0.335,0.99,0.405,88.757,4
"punk, punk_rock, guitar",Punk,1999,186173,0.287,0.973,2,-4.816,1,0.0502,4.48e-05,1.36e-05,0.21,0.599,91.494,4
"rock, instrumental, guitar",Rock,1987,254733,0.349,0.795,6,-5.206,1,0.041,0.000241,0.951,0.328,0.229,179.825,4
"rock, classic_rock, guitar, blues_rock",Blues,1974,186266,0.575,0.415,11,-15.678,1,0.0828,0.421,0.614,0.0566,0.738,89.846,4
guitar,Jazz,2006,309680,0.574,0.636,1,-12.226,0,0.0374,0.61,0.891,0.371,0.6,79.12,4
"alternative, indie, british, guitar, mellow",Rock,2008,294973,0.309,0.421,10,-10.173,1,0.0503,0.136,0.0,0.138,0.56,79.388,4
"classic_rock, blues, guitar, blues_rock, ska",Rock,1966,194386,0.61,0.622,7,-8.19,1,0.0382,0.244,0.0121,0.361,0.964,139.108,4
"alternative, indie, folk, instrumental, guitar",Rock,1998,66320,0.491,0.459,10,-17.858,1,0.0391,0.98,0.957,0.114,0.457,133.255,4
"rock, guitar",Rock,2002,242600,0.494,0.55,2,-12.149,1,0.0287,0.566,0.0407,0.117,0.512,155.204,4
"electronic, pop, british, guitar",Pop,2007,232440,0.788,0.71,7,-6.185,1,0.106,0.0808,0.0,0.0483,0.863,98.031,4
"rock, indie, indie_rock, acoustic, guitar",Rock,2004,264360,0.702,0.791,4,-6.175,1,0.0258,0.683,0.0054,0.242,0.711,107.735,4
"punk, guitar",Punk,1986,356519,0.404,0.981,5,-5.359,1,0.0734,0.0012,0.000116,0.111,0.339,141.137,4
"jazz, guitar",Jazz,2009,376026,0.302,0.714,11,-13.19,0,0.0623,0.308,0.598,0.185,0.684,86.247,4
"pop, female_vocalists, guitar",Rap,2015,201626,0.705,0.634,1,-7.07,0,0.0428,0.00357,1.96e-05,0.145,0.533,114.978,4
"rock, classic_rock, guitar, blues_rock",Rock,2002,224493,0.629,0.381,4,-17.263,0,0.0277,0.78,0.359,0.0474,0.469,112.064,4
"folk, singer_songwriter, 60s, guitar",Folk,2007,174373,0.453,0.113,7,-21.339,1,0.0459,0.974,0.518,0.128,0.505,135.3,4
"blues, guitar",Electronic,2000,290800,0.644,0.484,7,-8.639,1,0.0259,0.0425,0.0501,0.132,0.284,97.092,3
"classic_rock, instrumental, guitar",Rock,2002,506466,0.433,0.36,6,-12.391,1,0.0342,0.482,0.441,0.113,0.262,124.136,4
"indie, indie_pop, guitar",Rock,2013,263744,0.329,0.416,1,-8.251,1,0.0403,0.531,0.153,0.101,0.319,202.98,3
"rock, singer_songwriter, guitar",Rock,2000,292533,0.323,0.608,9,-9.297,0,0.0325,0.178,9.91e-06,0.139,0.322,182.607,4
"instrumental, guitar, avant_garde, new_age",Rock,2007,350053,0.474,0.31,8,-10.342,0,0.0336,0.989,0.924,0.114,0.258,110.641,4
"jazz, guitar",Jazz,2012,382640,0.592,0.287,8,-14.318,1,0.0481,0.96,0.814,0.0896,0.667,132.58,4
"indie, acoustic, emo, guitar",Rock,2005,305760,0.454,0.333,6,-8.344,0,0.0416,0.226,3.3e-06,0.143,0.249,150.671,4
"jazz, guitar",Jazz,2011,895506,0.595,0.0532,0,-21.064,0,0.0614,0.953,0.291,0.101,0.184,115.757,4
"blues, guitar, blues_rock",Blues,1998,234426,0.722,0.876,9,-5.896,1,0.0918,0.195,0.00539,0.0861,0.843,92.19,4
"blues, guitar, blues_rock",Blues,2002,356066,0.411,0.267,9,-10.721,0,0.0321,0.813,0.738,0.115,0.0869,94.985,4
"alternative, guitar",Rock,2007,379800,0.292,0.841,3,-3.883,1,0.0427,6.86e-05,2.66e-06,0.579,0.796,118.906,4
"instrumental, acoustic, guitar",Rock,2009,196160,0.45,0.385,7,-9.755,1,0.0334,0.505,0.894,0.13,0.475,128.044,4
"rock, guitar, britpop",Jazz,1994,321493,0.344,0.776,9,-10.022,1,0.0427,2.51e-06,0.352,0.291,0.273,102.383,4
"singer_songwriter, male_vocalists, guitar",Rock,2006,191160,0.676,0.391,8,-9.375,1,0.0395,0.538,0.00347,0.118,0.309,84.062,4
"punk, guitar",Rock,1976,151306,0.665,0.7,9,-6.751,1,0.0333,0.00799,0.298,0.146,0.613,124.241,4
"punk, american, emo, guitar",Punk,2002,204533,0.543,0.915,9,-5.276,0,0.0668,0.0586,0.37,0.0449,0.696,134.999,4
"blues, guitar, blues_rock",Blues,2007,340186,0.235,0.67,9,-6.831,1,0.0318,0.0936,4.75e-05,0.112,0.25,72.379,4
"rock, instrumental, guitar",Rock,1998,206506,0.379,0.964,9,-4.343,1,0.112,0.00263,0.832,0.0356,0.58,172.149,4
"rock, guitar, blues_rock",Rock,2009,283226,0.42,0.57,6,-10.606,1,0.0276,0.181,0.732,0.116,0.467,176.693,4
"blues, guitar, blues_rock",Blues,1997,261893,0.792,0.581,9,-10.434,1,0.054,0.0557,0.00149,0.308,0.811,142.568,4
"rock, beautiful, guitar, mellow",Rock,2006,261693,0.334,0.427,3,-7.257,1,0.0368,0.0102,0.199,0.112,0.155,154.173,4
guitar,Latin,1995,213733,0.438,0.35,10,-11.088,1,0.0302,0.641,6.4e-05,0.115,0.568,163.117,4
guitar,World,2006,362546,0.451,0.4,3,-14.455,1,0.0308,0.484,0.00141,0.337,0.721,90.353,4
"rock, beautiful, guitar",Rock,2008,185466,0.257,0.263,0,-10.861,1,0.0303,0.947,0.0374,0.0934,0.0618,80.512,3
"rock, folk, singer_songwriter, guitar, blues_rock",Rock,2007,232040,0.266,0.326,0,-11.417,0,0.0359,0.87,0.35,0.131,0.21,51.576,4
"rock, classic_rock, blues, guitar, blues_rock",Rock,1993,312200,0.611,0.675,11,-10.327,1,0.0378,0.00282,0.0063,0.238,0.605,127.746,4
"rock, guitar, avant_garde",Rock,1990,420400,0.443,0.213,11,-11.862,0,0.0538,0.582,0.0192,0.355,0.0397,141.723,4
"rock, guitar",Rock,2000,229266,0.566,0.919,11,-2.697,0,0.0309,0.0205,6.45e-06,0.309,0.717,111.208,4
"folk, instrumental, singer_songwriter, acoustic, 60s, beautiful, guitar",Folk,2007,60626,0.314,0.241,0,-23.058,0,0.0369,0.981,0.873,0.111,0.201,160.049,4
"blues, guitar",Blues,2012,171206,0.632,0.57,8,-10.655,1,0.0655,0.745,6.53e-05,0.366,0.812,103.5,4
"rock, singer_songwriter, guitar",Rock,2005,192173,0.562,0.6,3,-7.454,1,0.0329,0.363,0.0,0.127,0.707,126.8,4
"blues, guitar, blues_rock",Electronic,2013,188933,0.607,0.685,0,-7.852,1,0.0317,0.532,0.677,0.343,0.633,94.66,4
"instrumental, guitar",Rock,1984,204280,0.502,0.585,2,-19.72,1,0.0774,0.000303,0.881,0.686,0.734,115.89,4
"rock, 80s, guitar",Rock,1997,323240,0.61,0.741,9,-7.915,1,0.0308,0.234,3.5e-05,0.0814,0.279,104.081,4
"rock, blues, guitar, blues_rock",Rock,1996,204160,0.284,0.896,2,-7.288,1,0.241,0.000132,0.281,0.99,0.501,169.694,4
"folk, soul, guitar, mellow",Folk,2008,257426,0.548,0.546,5,-7.239,1,0.0316,0.243,4.84e-06,0.234,0.517,137.275,4
"indie, indie_rock, singer_songwriter, guitar",Rock,2001,170600,0.655,0.637,0,-6.45,1,0.0246,0.0555,0.0943,0.167,0.629,91.002,4
"rock, alternative, singer_songwriter, beautiful, guitar, blues_rock",Rock,2010,164626,0.747,0.284,3,-7.771,1,0.0349,0.854,0.0,0.109,0.162,108.99,4
"indie, indie_pop, guitar",Pop,2007,314333,0.331,0.627,3,-5.993,1,0.039,0.582,0.00321,0.0848,0.242,117.768,1
"blues, guitar, blues_rock",Blues,2005,179932,0.595,0.768,5,-9.54,1,0.0505,0.0603,0.474,0.923,0.674,124.494,4
"alternative, indie, indie_pop, guitar",Rock,2005,135106,0.423,0.719,2,-6.554,0,0.0508,0.134,0.0458,0.0654,0.569,138.839,5
"blues, guitar",Blues,2015,190973,0.671,0.347,6,-6.801,1,0.0577,0.988,0.779,0.168,0.796,108.338,4
"instrumental, soundtrack, acoustic, guitar",Latin,2004,168733,0.495,0.389,3,-13.975,1,0.0409,0.644,0.597,0.0949,0.321,149.686,4
"folk, guitar",Folk,2013,206466,0.379,0.0858,11,-21.906,1,0.043,0.928,0.75,0.174,0.446,104.153,4
"rock, alternative, guitar",Rock,2006,217626,0.497,0.815,9,-5.115,1,0.0444,0.000144,0.0242,0.157,0.332,112.927,4
"blues, guitar",Blues,2011,148967,0.457,0.875,9,-3.478,1,0.138,0.718,0.000121,0.151,0.697,158.069,4
"folk, guitar",Electronic,2011,279800,0.749,0.894,4,-6.436,0,0.0374,0.638,0.747,0.135,0.964,132.02,4
"indie, female_vocalists, singer_songwriter, acoustic, guitar",Rock,2005,157426,0.525,0.18,6,-13.089,1,0.0371,0.949,0.00171,0.105,0.36,126.199,4
"rock, pop, classic_rock, 60s, guitar",Pop,2007,127280,0.528,0.726,2,-4.469,1,0.0391,0.768,0.0,0.306,0.785,134.269,4
"rock, instrumental, guitar",Rock,1987,252466,0.778,0.712,7,-4.902,0,0.0296,0.152,0.216,0.0575,0.375,120.098,4
"blues, guitar",Blues,2012,193384,0.608,0.138,3,-12.68,1,0.0519,0.983,0.00218,0.113,0.255,135.032,3
"rock, alternative, experimental, indie_rock, guitar",Rock,1995,239320,0.574,0.848,7,-9.514,1,0.0461,0.00547,0.785,0.167,0.701,153.093,4
"pop, guitar",Pop,2011,217400,0.443,0.784,6,-4.433,0,0.0422,0.193,0.0,0.0717,0.525,176.06,4
"rock, classic_rock, instrumental, guitar",Rock,1988,200866,0.696,0.398,9,-13.473,0,0.0388,0.417,0.866,0.113,0.263,121.171,4
"jazz, instrumental, guitar",Jazz,1977,448600,0.355,0.614,5,-12.758,1,0.0796,0.203,0.219,0.0561,0.413,175.19,4
"rock, guitar",Rock,1986,208586,0.275,0.564,0,-6.922,1,0.0343,0.024,0.846,0.178,0.215,180.122,4
"rock, classic_rock, hard_rock, guitar, blues_rock",Rock,1988,184760,0.418,0.497,2,-11.126,1,0.0511,0.00542,0.911,0.0464,0.583,149.504,4
"rock, instrumental, guitar, blues_rock",Rock,2008,221293,0.409,0.571,2,-7.923,1,0.0398,0.425,0.0592,0.709,0.332,85.55,4
"rock, instrumental, guitar",Rock,1987,234600,0.605,0.727,7,-3.83,1,0.0327,0.0374,0.833,0.16,0.37,100.183,4
"pop, female_vocalists, guitar, mellow",Electronic,1994,210493,0.699,0.324,8,-10.963,1,0.0272,0.844,0.0,0.0796,0.414,105.489,4
"rock, piano, love, guitar",Jazz,1997,240080,0.412,0.561,10,-7.112,1,0.0316,0.321,0.000199,0.141,0.269,184.038,3
guitar,Rock,1997,188133,0.481,0.842,6,-8.568,1,0.032,0.00132,1.93e-05,0.537,0.667,111.53,4
"folk, singer_songwriter, beautiful, guitar",Folk,2008,525080,0.218,0.0451,8,-22.459,1,0.0373,0.91,0.597,0.191,0.101,153.957,4
"rock, pop, classic_rock, oldies, guitar",Reggae,2011,160346,0.512,0.405,9,-8.227,1,0.0238,0.0725,0.0,0.136,0.344,88.742,4
"rock, indie, singer_songwriter, guitar",Rock,2009,205080,0.589,0.43,4,-6.521,1,0.0393,0.818,0.0,0.129,0.692,75.424,4
"guitar, britpop",Rock,1997,226706,0.333,0.855,2,-6.922,1,0.0392,5.18e-05,0.000214,0.341,0.617,128.51,4
"electronic, idm, noise",Electronic,2003,32733,0.396,0.243,1,-28.44,0,0.203,0.973,0.906,0.17,0.788,178.457,1
"electronic, idm",Electronic,2007,187240,0.582,0.912,11,-5.14,1,0.065,0.00254,0.754,0.392,0.877,140.075,4
"electronic, ambient, idm",Electronic,2017,397200,0.429,0.154,9,-28.464,0,0.041,0.799,0.933,0.112,0.516,148.113,5
"experimental, idm",Electronic,2010,130413,0.15,0.773,9,-8.25,0,0.0774,0.054,0.272,0.141,0.0388,146.692,3
"american, idm, noise",Rock,2008,163546,0.0954,0.649,2,-10.607,1,0.0656,0.00092,0.804,0.112,0.0373,173.762,3
"electronic, ambient, idm",Electronic,2001,326040,0.696,0.346,8,-16.115,1,0.059,0.049,0.874,0.0894,0.283,139.962,4
"electronic, ambient, idm",Electronic,1993,198600,0.19,0.649,10,-15.853,0,0.361,0.78,0.427,0.303,0.0576,82.373,4
"rock, indie, experimental, idm, noise",Rock,2008,129853,0.352,0.514,3,-12.189,1,0.0401,0.892,0.938,0.136,0.12,126.444,4
"electronic, idm",Electronic,2004,249120,0.723,0.929,1,-3.233,0,0.0675,0.011,0.27,0.572,0.653,120.013,4
"electronic, ambient, experimental, idm",Electronic,1993,542106,0.642,0.602,9,-14.418,0,0.0384,0.0839,0.841,0.0936,0.277,110.042,4
"electronic, ambient, idm",Electronic,2001,390373,0.233,0.355,9,-15.127,0,0.0357,0.273,0.905,0.115,0.0383,111.791,3
"electronic, indie, indie_pop, idm",Rock,2003,271173,0.86,0.424,2,-7.292,1,0.054,0.0356,4.33e-06,0.229,0.629,99.996,4
"electronic, ambient, idm",Electronic,1994,293733,0.395,0.45,1,-18.879,1,0.13,0.0469,0.569,0.384,0.184,132.089,4
idm,Electronic,2009,160066,0.706,0.681,2,-9.437,1,0.164,0.179,0.907,0.535,0.392,132.008,4
"electronic, ambient, idm",Electronic,2009,278040,0.682,0.588,1,-8.243,1,0.0835,0.00994,0.808,0.0932,0.249,135.749,4
"electronic, idm",Electronic,1995,428106,0.629,0.529,5,-12.705,1,0.216,0.0938,0.747,0.301,0.434,75.004,4
"electronic, ambient, idm",Electronic,2001,233158,0.213,0.511,6,-10.618,0,0.0698,0.58,0.573,0.326,0.363,172.434,3
"electronic, ambient, idm",Electronic,1995,453466,0.509,0.11,9,-28.068,0,0.0357,0.785,0.93,0.097,0.0374,119.979,4
"electronic, idm",Electronic,1993,436000,0.581,0.393,7,-17.445,1,0.0376,0.000588,0.823,0.108,0.217,90.53,4
"electronic, idm, drum_and_bass",Electronic,2001,293693,0.505,0.705,1,-9.202,1,0.0524,0.00992,0.831,0.0462,0.233,188.274,4
"electronic, idm",Electronic,1995,368173,0.745,0.89,0,-8.51,1,0.0685,0.000555,0.926,0.203,0.714,140.017,4
"electronic, hip_hop, idm",Electronic,2003,149000,0.801,0.579,2,-6.181,1,0.107,0.0982,0.0555,0.261,0.733,93.027,4
"electronic, experimental, american, idm",Jazz,2008,189706,0.651,0.741,5,-4.779,0,0.034,0.00474,0.729,0.152,0.228,100.292,4
"electronic, idm, dark_ambient",Electronic,2009,338412,0.635,0.764,11,-9.764,0,0.0361,0.0752,0.913,0.0845,0.307,104.987,3
"electronic, experimental, idm, noise",Electronic,2011,125165,0.275,0.468,5,-7.74,1,0.0367,0.555,0.00566,0.643,0.316,79.734,4
"electronic, idm, drum_and_bass",Electronic,2006,276320,0.436,0.81,4,-11.909,0,0.0379,0.0773,0.17,0.103,0.323,160.173,4
"electronic, idm",Electronic,2009,294586,0.418,0.844,5,-10.582,0,0.0494,0.213,0.812,0.618,0.102,104.312,4
"electronic, idm",Electronic,1993,213373,0.276,0.771,10,-20.855,0,0.092,0.836,0.101,0.118,0.0336,72.862,4
"electronic, experimental, idm",Electronic,1997,199933,0.331,0.712,6,-8.492,1,0.0748,0.252,0.488,0.087,0.388,179.442,3
"electronic, ambient, experimental, soundtrack, idm, drum_and_bass",Electronic,2005,181080,0.128,0.83,9,-8.34,0,0.0737,0.654,0.903,0.205,0.0397,73.273,4
"electronic, idm",Electronic,1993,392933,0.322,0.698,0,-14.506,1,0.0469,0.00912,0.903,0.118,0.377,133.174,4
"electronic, ambient, idm",Electronic,1993,677200,0.304,0.725,0,-10.757,1,0.0441,0.0944,0.879,0.0602,0.153,133.493,4
"electronic, idm",Electronic,2008,311213,0.47,0.89,1,-9.903,1,0.105,0.0149,0.909,0.117,0.0866,142.398,4
"electronic, experimental, idm",Electronic,2009,210582,0.509,0.344,11,-8.915,1,0.265,0.39,0.849,0.117,0.275,112.611,3
"electronic, idm",Electronic,2008,256706,0.7,0.823,11,-11.821,0,0.104,0.122,0.831,0.0901,0.606,143.976,4
"electronic, idm",Electronic,1998,433679,0.663,0.898,9,-10.871,0,0.0414,0.119,0.877,0.0968,0.381,113.991,4
"electronic, chillout, trip_hop, idm, lounge",Electronic,2004,292920,0.777,0.715,11,-7.55,1,0.0876,0.0727,0.682,0.172,0.218,113.622,4
idm,Electronic,2009,284373,0.539,0.562,8,-9.296,0,0.121,0.462,0.77,0.109,0.188,200.143,4
"electronic, soundtrack, idm",Rap,2011,67520,0.464,0.0857,7,-21.896,1,0.07,0.991,0.902,0.104,0.327,138.688,3
"electronic, ambient, idm",Electronic,2010,312506,0.341,0.444,11,-16.83,1,0.0912,0.72,0.909,0.232,0.281,179.908,3
"electronic, experimental, instrumental, idm",Electronic,1995,344666,0.259,0.995,1,-8.335,1,0.261,0.259,0.759,0.0842,0.155,89.51,4
"electronic, ambient, experimental, idm",Pop,2001,230345,0.364,0.578,10,-8.07,0,0.0491,0.617,0.877,0.124,0.607,109.05,4
"electronic, downtempo, idm",Electronic,2001,216680,0.81,0.335,9,-10.36,0,0.12,0.0226,0.306,0.0863,0.473,95.63,4
"electronic, ambient, chillout, idm",Electronic,1994,487240,0.662,0.561,0,-14.77,1,0.0564,0.41,0.85,0.383,0.52,109.91,4
"idm, drum_and_bass",Electronic,1996,409693,0.64,0.862,0,-5.787,1,0.0517,0.000942,0.951,0.0673,0.0381,126.34,4
"electronic, ambient, experimental, idm",Electronic,2001,248758,0.229,0.627,11,-20.099,1,0.0353,0.87,0.984,0.093,0.0333,106.165,4
"electronic, chillout, downtempo, idm",Electronic,2005,252440,0.285,0.553,1,-11.44,0,0.106,0.427,0.435,0.128,0.571,91.68,4
idm,Pop,2013,331347,0.545,0.796,7,-9.815,1,0.256,0.0303,0.0643,0.0962,0.0477,119.814,4
"electronic, chillout, downtempo, idm, lounge",Electronic,2002,238706,0.661,0.478,2,-10.393,1,0.0365,0.0336,0.936,0.135,0.512,89.995,4
"electronic, idm",Electronic,2010,332346,0.669,0.475,10,-14.562,0,0.061,0.646,0.82,0.109,0.189,142.477,4
"electronic, idm",Electronic,1998,74506,0.563,0.22,9,-19.645,1,0.0981,0.0298,0.708,0.0861,0.77,95.754,4
"electronic, idm",Electronic,1998,409488,0.749,0.978,7,-11.633,1,0.0364,0.0107,0.881,0.143,0.716,102.004,4
"electronic, idm",Electronic,2004,135106,0.782,0.915,0,-2.309,1,0.0347,0.254,0.861,0.189,0.93,89.74,4
"electronic, idm",Electronic,1995,273293,0.794,0.595,0,-6.821,1,0.0302,0.339,0.916,0.125,0.53,116.964,4
"experimental, idm",Electronic,2008,188346,0.731,0.81,1,-12.163,1,0.391,0.769,0.623,0.355,0.476,112.042,5
"electronic, experimental, idm",Electronic,1997,221133,0.68,0.805,8,-7.767,0,0.0427,0.0209,0.919,0.111,0.318,111.863,4
idm,Electronic,2007,470186,0.597,0.43,4,-11.084,0,0.129,0.0874,0.277,0.183,0.257,140.074,4
"electronic, ambient, experimental, idm, dark_ambient",Electronic,2006,362533,0.176,0.0455,9,-30.827,0,0.0355,0.995,0.971,0.0726,0.0188,139.819,3
"electronic, idm",Electronic,1998,350852,0.486,0.541,1,-12.998,1,0.054,0.295,0.829,0.0823,0.552,100.752,4
"electronic, ambient, idm, dark_ambient",Electronic,1995,367133,0.406,0.87,8,-10.19,1,0.116,0.911,0.926,0.222,0.111,141.826,4
"electronic, idm",Electronic,2008,335426,0.69,0.86,8,-6.804,0,0.0441,0.44,0.111,0.0848,0.545,131.978,4
"electronic, trip_hop, idm",Electronic,2006,189786,0.492,0.892,1,-5.776,0,0.037,7.4e-06,0.908,0.0882,0.167,129.048,4
"electronic, ambient, experimental, idm, noise",Electronic,2001,653385,0.269,0.678,6,-12.089,1,0.0612,0.292,0.332,0.141,0.178,149.318,4
"electronic, chillout, idm, drum_and_bass",Electronic,2002,297440,0.654,0.531,11,-14.595,1,0.0808,0.0961,0.818,0.43,0.583,160.023,4
"electronic, ambient, idm",Electronic,2001,377120,0.707,0.666,4,-9.569,0,0.0498,0.209,0.889,0.0981,0.56,119.876,4
"electronic, idm",Electronic,2005,268893,0.724,0.785,10,-5.418,0,0.0394,0.00568,0.126,0.0427,0.88,111.985,4
"electronic, idm",Electronic,2008,81000,0.532,0.264,0,-19.051,1,0.0616,0.975,0.94,0.0843,0.0387,81.551,1
"electronic, ambient, idm",Electronic,2010,282560,0.455,0.505,0,-11.893,0,0.0274,0.155,0.583,0.141,0.089,167.979,4
"electronic, ambient, experimental, chillout, idm",Electronic,2012,367213,0.453,0.306,9,-17.487,0,0.0998,0.701,0.444,0.0861,0.243,124.521,4
"electronic, idm",Electronic,2005,182200,0.496,0.924,6,-7.59,1,0.14,0.0189,0.921,0.0683,0.658,160.8,4
"electronic, idm, drum_and_bass",Electronic,2006,456520,0.294,0.696,2,-11.739,1,0.0532,0.00374,0.744,0.112,0.374,106.423,5
"electronic, ambient, idm, dark_ambient, avant_garde",Electronic,2008,183480,0.0922,0.238,11,-31.206,0,0.246,0.942,0.897,0.363,0.0484,66.432,5
"electronic, chillout, trip_hop, downtempo, idm, lounge",Electronic,2004,243800,0.805,0.436,1,-7.562,1,0.0555,0.327,0.635,0.598,0.151,134.041,4
"electronic, experimental, idm, drum_and_bass",Electronic,1997,365560,0.475,0.951,7,-6.797,0,0.0537,0.0546,0.785,0.222,0.655,192.833,4
idm,Electronic,2007,313186,0.273,0.959,5,-7.469,0,0.29,0.206,0.0459,0.248,0.603,178.204,5
"rap, hip_hop, idm",Rap,1994,315973,0.784,0.725,4,-11.027,0,0.222,0.0139,0.0,0.107,0.607,167.549,4
"electronic, idm",Electronic,2006,371000,0.649,0.682,7,-10.398,1,0.0322,0.255,0.921,0.342,0.255,102.989,4
"electronic, trip_hop, idm, lounge",Electronic,2009,410018,0.745,0.646,2,-8.504,1,0.0609,7.4e-05,0.66,0.137,0.761,154.017,4
"electronic, ambient, idm",Electronic,2010,277280,0.22,0.322,8,-15.033,0,0.037,0.489,0.28,0.112,0.295,132.353,4
"electronic, experimental, idm, avant_garde",Electronic,2008,300013,0.408,0.759,9,-11.592,1,0.0609,0.0516,0.9,0.104,0.47,132.878,4
"electronic, chillout, electro, idm",Electronic,2007,250013,0.576,0.509,4,-6.549,0,0.0618,0.0431,0.755,0.101,0.342,120.007,4
"rock, alternative, indie, alternative_rock, ambient, experimental, idm",Rock,2003,215266,0.306,0.817,5,-8.073,0,0.0561,0.0559,0.000658,0.357,0.349,148.168,4
"rock, electronic, alternative, hip_hop, idm, drum_and_bass",Rock,2002,183640,0.808,0.815,2,-6.603,1,0.116,0.0762,0.00135,0.204,0.644,85.971,4
idm,Electronic,2007,275920,0.268,0.681,5,-11.329,0,0.145,0.000431,0.395,0.346,0.605,178.076,5
"ambient, idm",Electronic,2005,501546,0.33,0.408,6,-21.766,0,0.1,0.949,0.911,0.12,0.0546,120.033,4
"ambient, experimental, idm, noise",Electronic,2001,264478,0.432,0.712,10,-8.015,0,0.165,0.353,0.914,0.131,0.383,101.584,5
"electronic, ambient, idm",Electronic,1998,324426,0.552,0.72,0,-15.39,0,0.0431,0.0241,0.819,0.109,0.661,109.993,3
"electronic, experimental, idm, noise",Electronic,2004,343413,0.371,0.693,1,-12.598,1,0.0813,0.00436,0.0602,0.172,0.0658,102.326,4
idm,Electronic,2007,323413,0.537,0.785,0,-10.793,1,0.153,0.0211,0.187,0.0697,0.054,147.024,4
"indie, experimental, indie_rock, post_punk, idm, noise",Rock,2009,186160,0.516,0.821,4,-8.507,0,0.074,0.105,0.000175,0.0918,0.515,133.888,4
"electronic, idm, drum_and_bass",Electronic,1997,421533,0.522,0.928,2,-3.929,1,0.235,0.000321,0.295,0.134,0.259,175.751,4
"electronic, chillout, trip_hop, downtempo, idm",Electronic,1995,348226,0.833,0.574,7,-13.23,1,0.0767,0.000237,0.905,0.403,0.765,114.99,4
"electronic, idm",Electronic,2008,176226,0.681,0.403,4,-17.424,0,0.386,0.613,0.938,0.114,0.326,62.836,5
"electronic, idm",Electronic,2008,222533,0.69,0.718,10,-14.277,0,0.0506,0.778,0.932,0.123,0.112,110.003,4
"electronic, ambient, idm",Electronic,2010,278626,0.407,0.655,11,-12.428,0,0.0549,0.889,0.926,0.101,0.187,92.979,4
"electronic, chillout, trip_hop, idm",Electronic,2001,240280,0.679,0.88,1,-4.415,1,0.115,0.31,0.562,0.286,0.852,175.917,4
"electronic, ambient, idm, noise",Electronic,2004,113040,0.228,0.249,2,-17.856,1,0.0587,0.868,0.89,0.242,0.0363,66.684,3
"electronic, ambient, chillout, idm",Electronic,2001,404973,0.598,0.775,9,-8.548,0,0.0625,0.00851,0.861,0.0878,0.392,99.879,4
idm,Electronic,2006,351040,0.832,0.519,6,-9.166,0,0.0769,0.00479,0.665,0.0682,0.246,110.99,4
"electronic, idm",Electronic,2007,202906,0.68,0.584,3,-11.129,0,0.0352,0.333,0.778,0.195,0.548,115.611,4
"electronic, ambient, idm",Electronic,2005,399893,0.756,0.37,8,-15.888,1,0.0811,0.809,0.923,0.0632,0.26,133.037,4
"electronic, idm, noise",Electronic,2004,464760,0.264,0.808,5,-12.937,0,0.154,1.28e-05,0.792,0.359,0.213,103.332,3
"electronic, chillout, idm, lounge",Electronic,2002,196693,0.174,0.0765,8,-25.847,1,0.0308,0.481,0.0175,0.145,0.167,98.611,4
"electronic, idm",Electronic,2010,365000,0.582,0.631,0,-9.225,1,0.0356,0.075,0.946,0.102,0.501,88.996,4
"electronic, ambient, trip_hop, downtempo, idm, lounge, avant_garde",Electronic,2000,300266,0.649,0.9,6,-7.342,0,0.0844,0.297,0.253,0.362,0.111,120.046,4
"electronic, downtempo, idm, drum_and_bass",Electronic,2018,349493,0.561,0.714,10,-8.363,0,0.0428,0.00547,0.601,0.107,0.308,168.033,4
