tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"electronic, female_vocalists, ambient, chillout, trip_hop, downtempo, mellow, lounge, chill",Rock,1992,317320,0.385,0.614,6,-7.21,1,0.0334,0.253,0.83,0.166,0.0782,101.815,3
"electronic, alternative, indie, pop, alternative_rock, experimental, indie_rock, indie_pop",Rock,2011,117708,0.726,0.715,11,-6.742,0,0.0503,0.0296,0.00102,0.665,0.718,130.92,4
"rock, electronic, alternative_rock, progressive_rock, british",Rock,2012,230920,0.279,0.817,3,-5.801,1,0.0586,0.00126,2.01e-05,0.141,0.0842,135.258,4
"electronic, ambient, chillout, downtempo, idm",Electronic,1992,323186,0.645,0.393,6,-17.543,0,0.043,0.00903,0.89,0.364,0.441,101.757,4
"electronic, female_vocalists, experimental, dance, electro, noise",Electronic,2011,161600,0.435,0.908,4,-4.469,0,0.0972,0.106,0.000107,0.387,0.226,105.009,4
"electronic, ambient, chillout, downtempo, lounge, chill",Pop,2001,323573,0.47,0.364,7,-12.958,0,0.0337,0.526,0.574,0.159,0.312,142.571,4
"electronic, ambient, chillout, trip_hop, downtempo, lounge, chill",Electronic,2001,219880,0.185,0.856,1,-9.792,1,0.0383,0.00712,0.926,0.298,0.232,165.973,4
"electronic, alternative, indie, alternative_rock, experimental, british, britpop, mellow, avant_garde",Rock,2003,322600,0.718,0.718,11,-10.06,1,0.0786,0.647,0.297,0.108,0.732,93.065,4
"electronic, indie, indie_rock, dance, british, electro",Rock,2008,295840,0.641,0.842,11,-6.949,0,0.0315,0.00347,0.00037,0.232,0.699,124.972,4
"electronic, ambient, experimental, instrumental, chillout, downtempo, idm",Electronic,1996,423933,0.54,0.385,7,-13.819,0,0.0435,0.105,0.916,0.101,0.0875,91.041,4
"electronic, pop, 80s, british, new_wave, synthpop",Jazz,1992,318066,0.618,0.635,0,-15.524,1,0.0359,0.0427,0.827,0.28,0.656,125.063,4
"electronic, pop, female_vocalists, dance, swedish",Folk,2012,182000,0.58,0.766,11,-5.283,0,0.0426,0.109,2.34e-05,0.293,0.388,132.172,4
"electronic, dance, house, techno, electro, 00s, french",Electronic,2007,216880,0.625,0.856,11,-5.648,0,0.389,0.031,1.6e-06,0.337,0.735,114.626,4
"electronic, female_vocalists, chillout, trip_hop, downtempo",Electronic,1997,256026,0.487,0.819,4,-5.468,1,0.112,0.461,4.15e-05,0.0564,0.331,76.178,4
"rock, electronic, alternative, indie, pop, alternative_rock, indie_rock, dance, 90s, funk, american",Jazz,1999,219240,0.646,0.914,4,-4.071,1,0.0448,0.015,1.32e-05,0.102,0.849,134.035,4
"electronic, pop, ambient, instrumental, dance, chillout, piano, downtempo, lounge, chill",Electronic,2008,180266,0.523,0.448,7,-10.116,1,0.0408,0.0115,0.947,0.0896,0.574,170.003,4
"electronic, indie, punk, indie_rock, dance, electro",Electronic,2010,235226,0.828,0.895,7,-5.528,1,0.0615,0.192,0.0122,0.432,0.972,153.024,4
"electronic, indie, dance, house, electro",Electronic,2007,431520,0.696,0.963,2,-6.625,0,0.0398,0.0105,0.857,0.0872,0.574,118.01,4
"electronic, ambient, instrumental, chillout, trip_hop, downtempo, beautiful, mellow, chill",Electronic,2010,408960,0.448,0.501,0,-9.048,0,0.0256,0.722,0.945,0.0966,0.341,175.967,3
"electronic, indie, experimental, indie_rock, psychedelic, american, beautiful, 00s",Rap,2009,233453,0.453,0.872,0,-6.598,1,0.0698,0.00338,0.0,0.05,0.342,80.703,4
"electronic, indie, pop, synthpop",Electronic,2007,177640,0.675,0.71,10,-7.231,1,0.0287,0.398,0.0018,0.126,0.784,114.986,4
"electronic, ambient, chillout, downtempo, idm, chill",Electronic,2005,324906,0.641,0.477,2,-13.083,1,0.058,0.165,0.922,0.0788,0.46,171.424,4
"electronic, dance, house, techno, electro, french",Electronic,2007,387506,0.479,0.678,2,-12.17,1,0.0758,0.00018,0.661,0.421,0.227,116.033,4
"electronic, pop, dance, 00s",Pop,2014,249386,0.713,0.922,7,-3.559,1,0.0285,0.0152,0.0,0.105,0.904,108.032,4
"electronic, female_vocalists, jazz, chillout, downtempo, lounge",Jazz,2010,273225,0.561,0.594,10,-7.484,0,0.0325,0.627,0.0259,0.274,0.544,158.018,4
"electronic, indie, pop, female_vocalists, dance, british, electro, synthpop",Rock,2011,277866,0.642,0.794,8,-7.908,1,0.0309,6.98e-05,0.348,0.146,0.785,119.55,4
"rock, electronic, alternative, alternative_rock, 90s, american, love, grunge",Electronic,1995,262760,0.514,0.659,5,-10.074,0,0.0272,0.000171,0.821,0.11,0.256,95.21,4
"electronic, indie, pop, female_vocalists, experimental, british, new_wave",Rock,2011,210080,0.864,0.558,2,-8.196,0,0.0399,0.102,0.00105,0.178,0.544,129.969,4
"electronic, female_vocalists, chillout, trip_hop, downtempo",Jazz,1997,354626,0.284,0.483,11,-5.506,0,0.0486,0.00404,0.0926,0.303,0.0395,159.504,4
"electronic, ambient, experimental, british, chillout, downtempo",Electronic,2007,179213,0.257,0.414,11,-16.576,1,0.0795,0.981,0.881,0.153,0.127,121.264,5
"electronic, indie, pop, chillout, 00s, swedish, chill",Metal,2009,261120,0.59,0.637,6,-7.031,0,0.0275,0.708,0.0352,0.1,0.313,105.048,4
"electronic, pop, female_vocalists, dance, electro, french",Electronic,2007,261920,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,126.947,4
"electronic, pop, female_vocalists, dance",Rock,2016,208000,0.638,0.715,10,-8.608,0,0.176,0.0191,0.00222,0.0427,0.718,191.972,4
"electronic, indie, ambient, experimental, dance, chillout, post_rock, house, techno, electro, chill",Rock,2014,236040,0.461,0.403,0,-9.037,1,0.0612,0.771,0.774,0.794,0.466,128.016,4
"electronic, ambient, experimental, chillout, trip_hop, downtempo, idm",Electronic,1998,385520,0.825,0.467,6,-14.055,1,0.0753,0.371,0.845,0.0594,0.249,96.012,4
"electronic, experimental, dance, electro, synthpop",Electronic,2011,221093,0.59,0.844,11,-4.198,0,0.0459,0.00012,0.00017,0.339,0.794,121.978,4
"electronic, pop, female_vocalists, dance",Rock,2010,219692,0.888,0.589,1,-11.271,0,0.099,0.0078,0.0,0.0778,0.572,103.018,4
"electronic, female_vocalists, ambient, experimental, trip_hop, swedish",Electronic,2009,338520,0.605,0.43,10,-6.731,1,0.0284,0.121,0.842,0.0937,0.204,80.013,4
"electronic, dance, house, techno, electro, french",Electronic,2007,329653,0.52,0.545,11,-12.67,0,0.158,0.00494,0.285,0.464,0.233,121.78,4
"electronic, indie, pop, female_vocalists, dance, british, indie_pop, love, synthpop",Pop,2010,233573,0.582,0.733,3,-6.655,0,0.0297,0.13,0.0124,0.113,0.433,109.468,4
"electronic, pop, dance, techno, 00s",Pop,2004,215786,0.805,0.961,0,-5.003,1,0.0413,0.179,0.0,0.0565,0.703,130.089,4
"electronic, instrumental, chillout, downtempo",Rock,2010,78266,0.25,0.34,10,-7.581,0,0.0307,0.885,0.0784,0.338,0.163,96.933,4
"electronic, alternative, indie, pop, female_vocalists, indie_rock, american, electro, indie_pop, 00s",Rock,2008,192720,0.6,0.743,4,-5.557,0,0.077,0.0352,0.00124,0.0565,0.504,185.771,4
"electronic, indie, pop, experimental, folk, indie_rock, dance, psychedelic, american, indie_pop, psychedelic_rock, 00s",Rock,2009,252226,0.441,0.916,9,-5.023,1,0.0698,0.0278,0.0,0.558,0.698,129.103,3
"electronic, dance, 90s, funk, house, techno, electro, french",Folk,1997,173493,0.98,0.486,6,-7.31,1,0.251,0.03,0.823,0.0995,0.823,123.206,4
"electronic, pop, female_vocalists, british, chillout, trip_hop, downtempo, chill",Electronic,2014,214719,0.61,0.807,5,-4.997,1,0.0305,0.0769,2.64e-06,0.376,0.689,112.031,4
"electronic, dance, 90s, house, techno, electro, french",Rap,1997,362466,0.799,0.66,11,-8.829,0,0.175,0.000996,0.446,0.313,0.391,125.909,4
"electronic, female_vocalists, chillout, trip_hop, downtempo",Electronic,1997,239333,0.641,0.292,4,-12.674,0,0.0925,0.509,0.000198,0.329,0.216,138.289,4
electronic,Rock,2009,246893,0.504,0.971,4,-4.525,1,0.179,0.00135,0.754,0.136,0.548,165.027,4
"electronic, dance, techno, electro",Electronic,2007,220226,0.87,0.739,0,-6.917,1,0.0469,0.0349,6.95e-05,0.0904,0.724,123.997,4
"electronic, alternative, female_vocalists, experimental, 90s, psychedelic, trip_hop",Punk,1995,234382,0.547,0.879,1,-10.727,1,0.0501,0.00146,0.772,0.142,0.453,84.202,4
"electronic, ambient, experimental, instrumental, chillout, techno, beautiful, idm, chill",Jazz,1997,177093,0.71,0.734,0,-14.932,0,0.052,0.511,0.838,0.0701,0.4,147.979,4
"electronic, industrial, 90s",Rock,1994,270293,0.436,0.885,2,-8.314,1,0.0842,0.00639,0.698,0.446,0.248,99.835,4
"electronic, ambient, chillout, trip_hop, downtempo, mellow, lounge, chill",Electronic,2010,304733,0.488,0.68,8,-8.414,1,0.0308,0.00786,0.551,0.192,0.761,158.065,4
"electronic, electro, french",Jazz,2012,207186,0.717,0.592,2,-6.168,0,0.0857,0.0648,5.12e-05,0.064,0.484,110.993,4
"electronic, ambient, instrumental, chillout, downtempo, idm, mellow, lounge, chill",Electronic,1998,91706,0.223,0.0138,5,-32.843,0,0.0294,0.937,0.916,0.13,0.0357,64.017,4
"electronic, indie, pop, alternative_rock, indie_rock, british",Metal,2010,316893,0.607,0.787,2,-7.698,1,0.043,0.125,0.0323,0.136,0.196,130.423,4
"electronic, female_vocalists, ambient, chillout, trip_hop, downtempo, lounge, chill",Electronic,2002,250360,0.516,0.337,9,-9.812,1,0.0286,0.635,0.521,0.0637,0.323,152.411,4
"electronic, pop, female_vocalists, dance, house",Pop,2008,207000,0.77,0.874,9,-3.579,1,0.0303,0.00117,0.000844,0.0717,0.962,130.021,4
"electronic, indie, experimental, american, trip_hop",Reggae,2011,258186,0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,4
"electronic, indie, indie_rock, british, 00s",Metal,2008,233320,0.278,0.823,4,-3.44,0,0.195,0.000254,0.0,0.35,0.459,187.513,5
"electronic, dance, electro",Electronic,2007,250693,0.604,0.78,7,-6.114,0,0.0452,0.0161,0.138,0.436,0.467,128.978,4
"electronic, indie, pop, female_vocalists, singer_songwriter, chillout, indie_pop, swedish, mellow",Pop,2008,247013,0.623,0.485,11,-11.695,0,0.0478,0.653,0.0215,0.0836,0.608,106.185,4
"electronic, british, chillout, trip_hop, downtempo",Electronic,2010,290962,0.652,0.359,4,-10.197,0,0.0989,0.038,0.789,0.119,0.672,140.025,3
"electronic, ambient, chillout, electro",Electronic,2009,299720,0.515,0.95,8,-6.025,0,0.0652,0.0548,0.213,0.42,0.68,93.082,4
"electronic, alternative_rock, punk, industrial, punk_rock",Rock,2005,168400,0.598,0.782,1,-4.294,1,0.156,0.000518,1.37e-06,0.0415,0.797,173.985,4
"electronic, indie, pop, electro, indie_pop, love, 00s",Electronic,2009,264693,0.526,0.929,7,-3.508,1,0.0507,0.00148,7.27e-06,0.237,0.237,105.016,4
"electronic, ambient, experimental, chillout, trip_hop, downtempo, idm, chill",Electronic,2002,321453,0.542,0.799,2,-11.021,1,0.0414,0.0682,0.932,0.461,0.116,99.976,4
"electronic, instrumental, chillout, trip_hop, downtempo",Jazz,2013,224440,0.651,0.673,6,-7.838,0,0.0298,0.00124,0.736,0.159,0.56,103.359,4
"electronic, indie, indie_rock, british, electro",Rock,2007,176013,0.609,0.711,9,-4.108,0,0.037,0.02,1.49e-05,0.0715,0.769,147.97,4
"rock, electronic, alternative, indie, pop, alternative_rock, indie_rock, singer_songwriter, psychedelic, indie_pop, male_vocalists, beautiful, psychedelic_rock, 00s, mellow, chill",Jazz,2002,275533,0.37,0.548,9,-9.996,1,0.0397,0.106,0.745,0.179,0.463,142.159,4
"electronic, dance, 90s, house, techno, electro, french",Electronic,1997,51400,0.724,0.783,7,-8.958,1,0.176,0.00021,0.49,0.295,0.3,111.833,4
"electronic, indie, pop, female_vocalists, experimental, electro, indie_pop",Rock,2005,279040,0.793,0.418,0,-8.416,1,0.0561,0.169,0.0827,0.387,0.54,111.961,4
"electronic, indie, pop, female_vocalists, singer_songwriter, british, trip_hop, indie_pop",Rock,2005,219400,0.738,0.597,9,-7.157,0,0.0306,0.333,1.67e-05,0.0949,0.914,115.986,4
"electronic, pop, hip_hop, house, electro, rnb",Rock,2015,229308,0.718,0.79,1,-5.789,1,0.0615,0.089,0.0,0.712,0.705,124.032,4
"electronic, pop, dance, soundtrack, 90s, funk",RnB,1998,285573,0.479,0.628,6,-9.34,1,0.0414,0.0109,0.000753,0.097,0.538,103.886,4
"electronic, indie, punk, indie_rock, dance, electro",Electronic,2007,427160,0.865,0.774,10,-11.215,1,0.0518,0.173,0.618,0.311,0.595,119.991,4
"electronic, alternative, indie, indie_rock, instrumental, british, post_punk",Rock,2008,272120,0.385,0.851,1,-6.837,0,0.0406,0.0221,0.683,0.12,0.645,141.927,4
"electronic, ambient, instrumental, dance, post_rock, french",Electronic,2008,514493,0.249,0.953,10,-6.831,0,0.0624,0.000105,0.946,0.295,0.102,120.0,4
"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s",Rock,2003,296706,0.135,0.239,3,-11.075,0,0.0309,0.878,0.0292,0.105,0.0378,77.042,4
"electronic, chillout, trip_hop, downtempo, french",Pop,2010,164093,0.717,0.721,9,-5.059,1,0.0811,0.243,0.272,0.205,0.401,83.004,4
"electronic, chillout, trip_hop, downtempo, lounge",Reggae,1991,266493,0.811,0.307,10,-17.812,0,0.112,0.0671,0.0313,0.0746,0.717,87.233,4
"electronic, hip_hop",Rock,2013,151746,0.667,0.438,8,-4.96,1,0.0652,0.173,0.0,0.372,0.243,89.953,4
"electronic, indie, pop, female_vocalists, british, indie_pop",Pop,2011,205093,0.623,0.789,5,-5.364,0,0.0304,0.0297,0.0,0.132,0.465,108.982,4
"rock, electronic, alternative, indie, pop, experimental, indie_rock, psychedelic, american, indie_pop, psychedelic_rock",Rock,2007,271773,0.374,0.969,7,-3.505,1,0.0527,0.00851,0.00289,0.0656,0.635,181.787,4
"rock, electronic, alternative, indie, alternative_rock, experimental, folk, indie_rock, singer_songwriter, funk, indie_pop, male_vocalists, 00s, chill",Rock,2005,266000,0.789,0.637,1,-8.214,1,0.13,0.544,0.0164,0.763,0.743,146.432,4
"electronic, alternative, indie, experimental, indie_rock, singer_songwriter, chillout, trip_hop, chill",Rock,2006,366093,0.782,0.508,5,-9.606,0,0.036,0.07,0.21,0.15,0.521,125.068,4
"electronic, ambient, instrumental, chillout, trip_hop, downtempo, lounge, chill",Electronic,2007,340640,0.581,0.439,4,-9.606,1,0.027,0.443,0.86,0.142,0.195,86.001,4
"electronic, ambient, experimental, chillout, trip_hop, downtempo, idm, chill",Electronic,1998,395480,0.683,0.83,2,-14.398,1,0.251,0.0175,0.843,0.0919,0.576,200.14,4
"electronic, indie, indie_rock, dance, house, electro",Electronic,2005,342493,0.696,0.853,10,-6.935,0,0.041,0.000791,0.557,0.286,0.915,118.3,4
"rock, electronic, alternative, indie, alternative_rock, indie_rock, british, psychedelic, 00s, britpop",Rock,2006,172720,0.399,0.932,7,-4.047,1,0.0994,0.0278,0.0633,0.642,0.403,149.214,4
"rock, electronic, alternative, indie, alternative_rock, indie_rock, american, 00s",Rock,2010,281200,0.452,0.886,8,-2.712,1,0.0405,0.000284,0.938,0.0563,0.569,111.634,4
"electronic, alternative_rock, industrial, 90s",Electronic,1994,341200,0.602,0.953,4,-6.65,1,0.111,0.0278,0.0208,0.147,0.0913,117.92,4
"electronic, chillout, trip_hop, downtempo, mellow, chill",Electronic,2010,291733,0.701,0.557,9,-8.816,1,0.0291,0.102,0.868,0.164,0.587,109.995,4
"electronic, pop, female_vocalists, dance",Rock,2011,307893,0.566,0.922,5,-3.417,1,0.0564,0.00123,3.33e-05,0.167,0.413,135.027,4
"electronic, ambient, instrumental, chillout, downtempo, idm, lounge, chill",Electronic,2005,364533,0.561,0.503,2,-11.123,1,0.0362,0.0049,0.891,0.386,0.0362,104.14,4
"electronic, instrumental, chillout, hip_hop, trip_hop, downtempo",Electronic,1996,240047,0.5,0.829,9,-6.275,1,0.0497,0.596,0.828,0.326,0.359,98.018,4
"electronic, ambient, british, chillout, psychedelic, idm",Electronic,1998,105626,0.238,0.093,6,-25.475,1,0.0328,0.967,0.617,0.127,0.061,80.705,4
"electronic, pop, female_vocalists, dance, 00s",Pop,2009,221386,0.749,0.94,0,-3.41,1,0.0774,0.0333,0.000132,0.322,0.923,127.974,4
"electronic, chillout, reggae, trip_hop, downtempo, lounge, chill",Electronic,2008,230434,0.735,0.6,10,-5.248,0,0.0369,0.293,0.00678,0.117,0.882,92.001,4
"electronic, ambient, dance, chillout, trip_hop, electro, downtempo, synthpop",Electronic,2005,324946,0.629,0.917,10,-6.825,0,0.0535,0.00016,0.733,0.0883,0.702,132.962,4
"electronic, pop, female_vocalists, dance",Pop,2008,183280,0.649,0.572,5,-8.288,0,0.0324,0.073,0.00264,0.394,0.245,129.972,4
"electronic, pop, female_vocalists, dance, american, techno",Jazz,2011,246533,0.612,0.848,0,-4.991,1,0.034,0.000869,1.37e-06,0.492,0.311,127.997,4
"electronic, ambient, psychedelic",Blues,2007,376693,0.797,0.598,2,-9.68,0,0.317,0.444,0.059,0.105,0.307,128.031,4
"electronic, indie, dance, british, indie_pop",Rock,2008,213626,0.613,0.913,1,-4.282,1,0.0565,0.00701,0.00141,0.0991,0.793,119.019,4
"electronic, indie, pop, instrumental, dance, electro, 00s, synthpop",Electronic,2008,61986,0.177,0.389,0,-9.979,0,0.0463,0.976,0.921,0.328,0.143,117.358,4
"electronic, dance, house, techno, electro, french",Electronic,2005,248400,0.531,0.894,6,-5.435,0,0.0466,1.36e-05,0.837,0.0742,0.0382,119.708,4
"electronic, ambient, chillout, trip_hop, downtempo",Electronic,2004,458440,0.487,0.434,7,-17.221,0,0.0334,0.192,0.659,0.0869,0.038,156.823,4
"electronic, punk, dance, industrial, techno, electro, cover",Rock,1997,258906,0.399,0.96,1,-4.657,1,0.0638,4.04e-06,0.882,0.0908,0.696,170.014,4
"electronic, ambient, experimental, chillout, techno, idm",Electronic,1992,293800,0.345,0.612,0,-14.163,0,0.0416,0.455,0.956,0.0854,0.126,130.743,4
"electronic, pop, 80s, new_wave, synthpop",Pop,2004,277480,0.533,0.578,5,-11.43,1,0.0684,0.163,0.229,0.101,0.463,80.604,4
"rock, electronic, alternative, alternative_rock, chillout, industrial, soundtrack, 90s, grunge",Rock,1997,291520,0.685,0.417,8,-9.67,0,0.0485,0.00519,0.434,0.333,0.839,158.086,4
"electronic, ambient, instrumental, chillout, soundtrack, trip_hop, downtempo, french, dark_ambient",Electronic,2006,90173,0.525,0.409,4,-12.146,1,0.0307,0.697,0.954,0.0934,0.26,150.879,4
"electronic, alternative_rock, 80s, industrial",Electronic,1989,226373,0.637,0.709,4,-11.837,0,0.117,0.000352,0.715,0.146,0.442,103.993,4
"electronic, ambient, instrumental, chillout, trip_hop, downtempo, idm",Electronic,1998,348346,0.754,0.725,10,-14.688,0,0.0646,0.0204,0.799,0.104,0.649,109.618,4
"electronic, female_vocalists, jazz, chillout, downtempo, lounge",Folk,2006,173386,0.584,0.739,10,-5.972,1,0.037,0.445,0.00693,0.0781,0.784,174.771,4
"electronic, ambient, instrumental, chillout, soundtrack, trip_hop, downtempo, french",Electronic,2000,145933,0.299,0.534,7,-8.681,0,0.0344,0.0306,0.92,0.0989,0.0386,133.731,4
"electronic, indie, pop, female_vocalists, singer_songwriter, acoustic, indie_pop, beautiful, swedish",Pop,2008,102026,0.44,0.255,0,-15.749,0,0.0515,0.879,0.719,0.294,0.379,137.904,5
"electronic, pop, dance, soul, house, chill",Pop,2014,285596,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4
"electronic, indie, dance, electro",Rock,2009,221226,0.784,0.539,11,-7.676,0,0.0406,0.317,0.377,0.0989,0.962,122.53,4
"electronic, alternative, indie, experimental, indie_rock, instrumental, british",Rock,2008,120839,0.649,0.941,2,-6.64,1,0.17,0.335,0.514,0.316,0.132,137.259,4
"electronic, electro, synthpop, swedish",Electronic,2003,185426,0.859,0.575,2,-8.631,1,0.0702,0.117,0.0094,0.0802,0.979,100.002,4
"electronic, ambient, instrumental, soundtrack",Metal,2010,134053,0.438,0.191,2,-14.827,1,0.0373,0.584,0.864,0.121,0.0398,66.006,4
"electronic, pop, dance, american, rnb, male_vocalists",RnB,2011,196813,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.151,0.657,120.016,4
"electronic, female_vocalists, ambient, chillout, trip_hop, downtempo, lounge",RnB,1994,253933,0.588,0.182,9,-16.192,0,0.0567,0.337,0.294,0.0741,0.523,122.574,3
"electronic, instrumental, chillout, hip_hop, trip_hop, downtempo, chill",Rock,2002,266200,0.587,0.527,9,-9.955,1,0.0303,0.108,0.777,0.106,0.0512,95.024,4
"electronic, ambient, instrumental, chillout, trip_hop, downtempo, idm",Electronic,1998,59293,0.401,0.0189,3,-30.354,0,0.0346,0.99,0.924,0.115,0.723,75.914,4
"electronic, pop, ambient, instrumental, dance, chillout, 90s, trance, downtempo, lounge, chill",Pop,1999,288600,0.541,0.26,2,-17.672,1,0.0305,0.844,0.911,0.105,0.0448,95.05,4
"electronic, metal, industrial",Rock,2005,243160,0.736,0.444,11,-6.062,1,0.0302,0.00184,0.907,0.113,0.724,103.602,4
"electronic, british, chillout, trip_hop, downtempo",Electronic,2010,324386,0.55,0.835,7,-8.959,1,0.0385,0.00955,0.762,0.332,0.536,100.004,4
"electronic, alternative, indie, pop, female_vocalists, chillout, synthpop",Rock,2017,179172,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,4
"electronic, alternative, female_vocalists, experimental, singer_songwriter, dance, trip_hop, 00s",Rock,2007,373841,0.532,0.95,4,-7.837,0,0.337,0.418,0.00176,0.29,0.151,108.975,4
"electronic, female_vocalists, dance, electro, synthpop, swedish",Rock,2003,170040,0.512,0.937,8,-6.69,1,0.042,7.84e-05,0.0141,0.161,0.79,164.008,4
